Time;chgVoltage;chgSense;batVoltage
0;0;0;0
0.0;27.19;2.28;26.02
6.001;27.11;2.26;26.37
12.001;27.09;2.26;26.56
18.001;27.09;2.27;26.69
24.001;27.09;2.27;26.77
30.003;27.1;2.27;26.81
36.005;27.11;2.27;26.85
42.005;27.11;2.26;26.87
48.005;27.13;2.26;26.9
54.012;27.14;2.27;26.9
60.013;27.15;2.27;26.92
66.013;27.19;2.27;26.95
72.013;27.15;2.26;26.92
78.013;27.15;2.26;26.91
84.013;27.15;2.27;26.92
90.013;27.15;2.26;26.93
96.015;27.17;2.26;26.94
102.017;27.17;2.26;26.96
108.025;27.18;2.26;26.96
114.025;27.17;2.27;26.94
120.025;27.13;2.27;26.9
126.025;27.11;2.27;26.88
132.025;27.1;2.26;26.87
138.025;27.09;2.26;26.86
144.025;27.09;2.27;26.86
150.025;27.09;2.27;26.86
156.028;27.1;2.27;26.87
162.028;27.11;2.27;26.87
168.03;27.14;2.27;26.9
174.037;27.14;2.28;26.9
180.038;27.11;2.28;26.87
186.038;27.07;2.27;26.84
192.038;27.1;2.26;26.85
198.048;27.16;2.27;26.92
204.049;27.22;2.28;27.0
210.052;27.26;2.28;27.03
216.052;27.23;2.28;27.0
222.053;27.13;2.27;26.91
228.06;27.11;2.26;26.89
234.06;27.11;2.26;26.88
240.06;27.07;2.26;26.84
246.062;27.08;2.27;26.85
252.062;27.08;2.27;26.85
258.063;27.07;2.26;26.84
264.066;27.07;2.25;26.83
270.066;27.07;2.25;26.85
276.066;27.07;2.26;26.85
282.066;27.09;2.27;26.85
288.066;27.09;2.27;26.86
294.066;27.08;2.27;26.86
300.067;27.08;2.26;26.87
306.073;27.09;2.26;26.85
312.073;27.11;2.27;26.88
318.073;27.11;2.27;26.9
324.074;27.11;2.27;26.88
330.074;27.09;2.27;26.89
336.074;27.09;2.27;26.87
342.074;27.1;2.27;26.87
348.074;27.1;2.28;26.87
354.074;27.11;2.28;26.88
360.075;27.09;2.27;26.87
366.076;27.09;2.26;26.87
372.076;27.09;2.26;26.87
378.076;27.11;2.27;26.88
384.076;27.11;2.28;26.89
390.076;27.12;2.28;26.9
396.076;27.12;2.27;26.9
402.088;27.12;2.27;26.9
408.089;27.12;2.27;26.89
414.098;27.14;2.26;26.91
420.098;27.18;2.26;26.95
426.109;27.2;2.27;26.98
432.109;27.24;2.27;27.01
438.11;27.28;2.27;27.04
444.11;27.3;2.28;27.07
450.11;27.3;2.27;27.07
456.11;27.27;2.26;27.03
462.117;27.24;2.26;27.01
468.117;27.25;2.27;27.02
474.117;27.25;2.24;27.02
480.117;27.24;2.22;27.02
486.128;27.23;2.2;27.0
492.128;27.23;2.18;27.0
498.128;27.24;2.18;27.0
504.128;27.25;2.19;27.03
510.128;27.25;2.19;27.02
516.128;27.25;2.19;27.02
522.128;27.26;2.18;27.03
528.13;27.26;2.19;27.03
534.13;27.26;2.19;27.02
540.13;27.25;2.19;27.02
546.13;27.25;2.18;27.02
552.141;27.26;2.17;27.02
558.143;27.26;2.18;27.02
564.143;27.26;2.19;27.02
570.158;27.25;2.21;27.02
576.158;27.25;2.23;27.02
582.158;27.25;2.24;27.02
588.158;27.22;2.25;26.99
594.158;27.24;2.23;27.0
600.158;27.24;2.21;27.0
606.164;27.25;2.2;27.01
612.164;27.24;2.2;27.02
618.164;27.25;2.2;27.02
624.165;27.24;2.22;27.02
630.165;27.28;2.19;27.04
636.165;27.28;2.2;27.05
642.172;27.26;2.22;27.03
648.172;27.24;2.24;27.0
654.172;27.21;2.24;26.99
660.175;27.22;2.25;27.0
666.175;27.23;2.26;27.0
672.175;27.23;2.25;27.0
678.175;27.22;2.26;27.0
684.175;27.21;2.25;26.99
690.175;27.23;2.2;27.02
696.177;27.28;2.13;27.06
702.177;27.31;2.09;27.09
708.177;27.31;2.1;27.09
714.179;27.32;2.11;27.09
720.179;27.33;2.12;27.09
726.179;27.33;2.13;27.09
732.179;27.32;2.13;27.08
738.184;27.32;2.12;27.1
744.184;27.32;2.12;27.09
750.184;27.33;2.13;27.11
756.184;27.34;2.13;27.12
762.185;27.34;2.12;27.11
768.185;27.33;2.12;27.1
774.188;27.35;2.11;27.1
780.191;27.35;2.1;27.11
786.191;27.35;2.1;27.11
792.191;27.35;2.09;27.13
798.191;27.36;2.1;27.13
804.194;27.36;2.1;27.12
810.194;27.36;2.1;27.12
816.194;27.36;2.09;27.11
822.196;27.37;2.08;27.12
828.196;27.38;2.08;27.12
834.196;27.37;2.08;27.14
840.198;27.39;2.08;27.15
846.198;27.39;2.08;27.15
852.201;27.39;2.08;27.14
858.201;27.38;2.07;27.14
864.202;27.37;2.06;27.12
870.202;27.39;2.07;27.14
876.202;27.4;2.07;27.15
882.202;27.39;2.08;27.14
888.214;27.39;2.08;27.15
894.214;27.38;2.08;27.15
900.214;27.38;2.08;27.15
906.214;27.38;2.08;27.15
912.214;27.38;2.08;27.15
918.214;27.39;2.07;27.14
924.214;27.39;2.05;27.15
930.214;27.38;2.04;27.15
936.217;27.39;2.03;27.17
942.218;27.4;2.03;27.17
948.218;27.4;2.03;27.17
954.225;27.41;2.03;27.17
960.225;27.4;2.01;27.17
966.228;27.42;2.02;27.18
972.228;27.42;2.02;27.18
978.228;27.42;2.02;27.18
984.231;27.42;2.03;27.19
990.231;27.42;2.03;27.18
996.232;27.41;2.02;27.17
1002.232;27.41;2.03;27.18
1008.232;27.42;2.03;27.19
1014.233;27.43;2.03;27.2
1020.233;27.42;2.03;27.2
1026.233;27.42;2.03;27.2
1032.243;27.43;2.03;27.21
1038.248;27.43;2.03;27.21
1044.254;27.44;2.03;27.21
1050.254;27.45;2.03;27.2
1056.254;27.45;2.03;27.21
1062.254;27.45;2.02;27.22
1068.254;27.45;2.02;27.22
1074.267;27.44;2.01;27.22
1080.267;27.45;2.01;27.22
1086.267;27.47;2.01;27.22
1092.267;27.47;2.01;27.23
1098.268;27.47;2.02;27.23
1104.268;27.46;2.03;27.22
1110.27;27.45;2.03;27.22
1116.272;27.43;2.06;27.2
1122.275;27.44;2.09;27.21
1128.281;27.44;2.1;27.19
1134.281;27.44;2.12;27.2
1140.292;27.44;2.11;27.22
1146.292;27.45;2.11;27.23
1152.292;27.46;2.1;27.23
1158.292;27.47;2.09;27.23
1164.292;27.46;2.09;27.23
1170.292;27.48;2.08;27.23
1176.292;27.49;2.06;27.25
1182.292;27.5;2.05;27.27
1188.292;27.51;2.04;27.27
1194.292;27.51;2.03;27.28
1200.292;27.52;2.03;27.28
1206.292;27.52;2.03;27.28
1212.292;27.53;2.02;27.29
1218.292;27.53;2.02;27.3
1224.293;27.53;2.02;27.3
1230.293;27.54;2.02;27.31
1236.301;27.53;2.02;27.31
1242.301;27.54;2.01;27.31
1248.301;27.54;2.03;27.3
1254.304;27.54;2.04;27.3
1260.304;27.54;2.04;27.31
1266.304;27.55;2.04;27.31
1272.304;27.55;2.04;27.31
1278.31;27.56;2.02;27.3
1284.314;27.55;2.02;27.3
1290.316;27.56;2.02;27.31
1296.319;27.57;2.02;27.32
1302.319;27.57;2.02;27.33
1308.319;27.59;2.01;27.35
1314.319;27.59;2.0;27.35
1320.319;27.59;2.0;27.35
1326.319;27.58;2.0;27.35
1332.319;27.58;2.0;27.35
1338.319;27.59;2.0;27.35
1344.319;27.59;2.0;27.36
1350.32;27.59;1.99;27.36
1356.321;27.59;1.98;27.34
1362.321;27.6;1.98;27.35
1368.334;27.61;1.98;27.36
1374.335;27.61;1.98;27.36
1380.335;27.61;1.97;27.37
1386.336;27.6;1.96;27.37
1392.336;27.61;1.96;27.37
1398.336;27.61;1.96;27.38
1404.337;27.61;1.96;27.37
1410.352;27.62;1.96;27.37
1416.354;27.62;1.96;27.38
1422.354;27.63;1.96;27.38
1428.354;27.62;1.95;27.38
1434.36;27.63;1.96;27.4
1440.361;27.64;1.96;27.39
1446.361;27.65;1.95;27.4
1452.361;27.64;1.96;27.39
1458.361;27.62;1.97;27.37
1464.361;27.61;1.97;27.37
1470.362;27.61;1.97;27.38
1476.364;27.63;1.96;27.38
1482.364;27.62;1.97;27.38
1488.365;27.61;1.97;27.38
1494.365;27.6;1.97;27.37
1500.366;27.6;1.97;27.37
1506.367;27.62;1.97;27.38
1512.367;27.62;1.97;27.38
1518.367;27.65;1.92;27.41
1524.377;27.66;1.89;27.42
1530.377;27.66;1.88;27.42
1536.377;27.67;1.87;27.43
1542.381;27.68;1.86;27.43
1548.382;27.68;1.85;27.44
1554.382;27.66;1.91;27.42
1560.387;27.64;1.97;27.39
1566.392;27.61;2.0;27.37
1572.392;27.59;2.01;27.35
1578.393;27.59;2.01;27.36
1584.393;27.61;2.01;27.37
1590.393;27.61;2.0;27.38
1596.394;27.62;2.0;27.37
1602.402;27.61;1.99;27.36
1608.402;27.62;1.99;27.38
1614.402;27.62;1.99;27.38
1620.402;27.63;1.99;27.39
1626.402;27.62;1.98;27.37
1632.408;27.63;1.97;27.39
1638.408;27.63;1.97;27.39
1644.409;27.62;1.96;27.39
1650.409;27.62;1.96;27.39
1656.412;27.63;1.96;27.39
1662.412;27.63;1.96;27.39
1668.414;27.63;1.96;27.4
1674.424;27.62;1.96;27.39
1680.424;27.59;2.0;27.36
1686.424;27.59;2.02;27.35
1692.424;27.59;2.04;27.35
1698.435;27.59;2.02;27.35
1704.436;27.58;2.04;27.35
1710.436;27.57;2.04;27.34
1716.437;27.58;2.05;27.34
1722.437;27.59;2.05;27.35
1728.45;27.59;2.06;27.35
1734.455;27.58;2.05;27.35
1740.455;27.58;2.05;27.34
1746.456;27.57;2.05;27.33
1752.456;27.57;2.04;27.34
1758.456;27.57;2.04;27.35
1764.462;27.57;2.04;27.34
1770.465;27.58;2.04;27.34
1776.466;27.58;2.04;27.34
1782.466;27.58;2.04;27.34
1788.467;27.58;2.03;27.33
1794.477;27.58;2.03;27.34
1800.478;27.59;2.03;27.35
1806.478;27.6;2.03;27.35
1812.478;27.59;2.03;27.36
1818.478;27.59;2.03;27.36
1824.478;27.6;2.02;27.36
1830.478;27.6;2.03;27.36
1836.478;27.6;2.03;27.36
1842.478;27.59;2.02;27.34
1848.483;27.59;2.01;27.34
1854.485;27.59;2.01;27.35
1860.485;27.59;2.01;27.34
1866.485;27.6;2.01;27.35
1872.485;27.6;2.01;27.37
1878.485;27.61;2.01;27.36
1884.485;27.6;2.01;27.36
1890.486;27.6;2.0;27.36
1896.486;27.6;2.0;27.35
1902.486;27.6;2.0;27.35
1908.486;27.6;2.0;27.36
1914.487;27.62;2.0;27.35
1920.486;27.62;2.0;27.36
1926.487;27.61;1.99;27.37
1932.487;27.61;1.99;27.37
1938.487;27.62;1.99;27.37
1944.487;27.61;1.99;27.37
1950.489;27.61;1.99;27.37
1956.489;27.62;1.98;27.38
1962.489;27.61;1.98;27.37
1968.489;27.62;1.97;27.37
1974.49;27.61;1.98;27.37
1980.498;27.62;1.98;27.37
1986.501;27.62;1.98;27.37
1992.503;27.62;1.98;27.38
1998.503;27.63;1.98;27.38
2004.51;27.62;1.97;27.38
2010.512;27.62;1.96;27.37
2016.514;27.62;1.97;27.38
2022.514;27.63;1.97;27.38
2028.519;27.63;1.97;27.4
2034.52;27.62;1.97;27.4
2040.52;27.63;1.97;27.4
2046.52;27.63;1.97;27.4
2052.52;27.63;1.97;27.4
2058.52;27.63;1.97;27.39
2064.522;27.63;1.97;27.38
2070.522;27.64;1.96;27.39
2076.525;27.65;1.96;27.39
2082.525;27.65;1.96;27.39
2088.526;27.65;1.96;27.4
2094.526;27.64;1.95;27.39
2100.527;27.62;1.95;27.38
2106.527;27.64;1.94;27.38
2112.529;27.64;1.95;27.38
2118.529;27.65;1.95;27.39
2124.529;27.64;1.95;27.39
2130.529;27.64;1.94;27.4
2136.53;27.64;1.94;27.4
2142.53;27.64;1.95;27.4
2148.53;27.63;1.94;27.39
2154.53;27.65;1.94;27.4
2160.53;27.65;1.94;27.41
2166.53;27.66;1.94;27.41
2172.53;27.66;1.93;27.41
2178.541;27.66;1.93;27.41
2184.543;27.65;1.93;27.4
2190.543;27.66;1.93;27.41
2196.555;27.66;1.93;27.41
2202.555;27.65;1.93;27.42
2208.555;27.65;1.92;27.41
2214.557;27.66;1.92;27.41
2220.567;27.67;1.93;27.41
2226.567;27.66;1.92;27.42
2232.567;27.66;1.92;27.41
2238.569;27.66;1.92;27.4
2244.569;27.66;1.91;27.42
2250.572;27.65;1.9;27.42
2256.572;27.65;1.91;27.42
2262.572;27.66;1.9;27.4
2268.572;27.66;1.9;27.42
2274.572;27.67;1.91;27.42
2280.575;27.67;1.91;27.43
2286.584;27.68;1.91;27.43
2292.584;27.68;1.91;27.42
2298.584;27.68;1.91;27.43
2304.584;27.68;1.91;27.44
2310.595;27.67;1.91;27.43
2316.595;27.67;1.9;27.43
2322.595;27.67;1.9;27.43
2328.598;27.67;1.9;27.43
2334.605;27.68;1.9;27.43
2340.606;27.68;1.89;27.43
2346.606;27.69;1.9;27.43
2352.607;27.69;1.89;27.43
2358.607;27.69;1.89;27.44
2364.607;27.69;1.89;27.43
2370.609;27.68;1.89;27.43
2376.611;27.68;1.88;27.42
2382.614;27.69;1.88;27.43
2388.614;27.7;1.88;27.43
2394.615;27.69;1.88;27.44
2400.623;27.68;1.87;27.44
2406.623;27.68;1.88;27.43
2412.623;27.68;1.88;27.44
2418.623;27.69;1.88;27.44
2424.623;27.68;1.88;27.44
2430.623;27.68;1.87;27.43
2436.633;27.68;1.87;27.43
2442.633;27.69;1.87;27.44
2448.633;27.7;1.87;27.45
2454.639;27.69;1.86;27.44
2460.64;27.69;1.86;27.45
2466.65;27.7;1.86;27.44
2472.651;27.7;1.86;27.44
2478.661;27.7;1.86;27.44
2484.663;27.7;1.86;27.44
2490.672;27.7;1.86;27.45
2496.684;27.7;1.85;27.46
2502.684;27.71;1.85;27.45
2508.684;27.7;1.85;27.45
2514.684;27.7;1.85;27.45
2520.686;27.71;1.85;27.46
2526.686;27.72;1.85;27.46
2532.688;27.71;1.84;27.45
2538.688;27.71;1.84;27.45
2544.688;27.71;1.84;27.45
2550.688;27.71;1.84;27.45
2556.688;27.71;1.84;27.46
2562.691;27.72;1.83;27.45
2568.691;27.71;1.83;27.46
2574.691;27.72;1.83;27.46
2580.692;27.72;1.83;27.46
2586.692;27.72;1.83;27.46
2592.692;27.72;1.82;27.46
2598.692;27.72;1.82;27.45
2604.699;27.72;1.82;27.46
2610.699;27.73;1.82;27.46
2616.702;27.72;1.82;27.47
2622.702;27.73;1.81;27.47
2628.702;27.73;1.81;27.47
2634.705;27.73;1.81;27.48
2640.706;27.73;1.82;27.48
2646.706;27.73;1.81;27.48
2652.707;27.74;1.8;27.47
2658.707;27.73;1.81;27.47
2664.709;27.74;1.81;27.48
2670.717;27.73;1.81;27.47
2676.717;27.74;1.8;27.46
2682.717;27.74;1.8;27.47
2688.717;27.73;1.8;27.47
2694.717;27.73;1.8;27.47
2700.717;27.73;1.8;27.47
2706.717;27.73;1.79;27.48
2712.719;27.73;1.79;27.48
2718.722;27.74;1.8;27.49
2724.722;27.74;1.8;27.49
2730.722;27.75;1.8;27.49
2736.722;27.75;1.8;27.5
2742.722;27.76;1.79;27.49
2748.722;27.75;1.79;27.5
2754.727;27.75;1.79;27.5
2760.727;27.74;1.79;27.48
2766.727;27.75;1.79;27.49
2772.727;27.75;1.79;27.49
2778.727;27.75;1.79;27.5
2784.727;27.75;1.79;27.49
2790.729;27.74;1.79;27.5
2796.73;27.74;1.78;27.5
2802.732;27.76;1.78;27.5
2808.732;27.75;1.78;27.51
2814.732;27.75;1.78;27.51
2820.732;27.75;1.78;27.5
2826.732;27.75;1.78;27.52
2832.735;27.76;1.78;27.51
2838.735;27.76;1.78;27.5
2844.735;27.76;1.78;27.5
2850.735;27.76;1.77;27.5
2856.735;27.76;1.77;27.49
2862.737;27.76;1.76;27.49
2868.739;27.75;1.76;27.5
2874.739;27.76;1.76;27.49
2880.741;27.76;1.76;27.51
2886.741;27.76;1.76;27.51
2892.747;27.77;1.76;27.5
2898.748;27.76;1.76;27.5
2904.748;27.76;1.75;27.49
2910.749;27.76;1.75;27.5
2916.752;27.76;1.75;27.51
2922.752;27.76;1.75;27.51
2928.752;27.77;1.75;27.51
2934.763;27.77;1.74;27.5
2940.764;27.77;1.74;27.5
2946.764;27.76;1.74;27.51
2952.764;27.76;1.75;27.52
2958.764;27.77;1.74;27.52
2964.765;27.77;1.74;27.51
2970.765;27.77;1.74;27.52
2976.767;27.77;1.73;27.51
2982.768;27.77;1.73;27.51
2988.768;27.76;1.73;27.51
2994.77;27.77;1.73;27.52
3000.77;27.76;1.73;27.51
3006.77;27.76;1.73;27.51
3012.78;27.76;1.72;27.5
3018.782;27.76;1.72;27.52
3024.787;27.77;1.73;27.53
3030.787;27.78;1.73;27.52
3036.787;27.78;1.73;27.52
3042.787;27.78;1.72;27.51
3048.787;27.77;1.72;27.51
3054.787;27.78;1.72;27.51
3060.787;27.78;1.72;27.51
3066.787;27.78;1.72;27.52
3072.792;27.78;1.72;27.51
3078.794;27.78;1.71;27.52
3084.794;27.77;1.72;27.51
3090.796;27.79;1.72;27.52
3096.796;27.79;1.72;27.52
3102.796;27.79;1.72;27.53
3108.796;27.78;1.72;27.54
3114.796;27.77;1.71;27.53
3120.802;27.78;1.71;27.52
3126.803;27.78;1.71;27.53
3132.803;27.78;1.71;27.53
3138.805;27.79;1.71;27.53
3144.805;27.8;1.71;27.53
3150.805;27.8;1.71;27.53
3156.805;27.79;1.7;27.54
3162.808;27.79;1.7;27.53
3168.808;27.79;1.7;27.53
3174.809;27.79;1.69;27.53
3180.809;27.79;1.69;27.53
3186.81;27.79;1.69;27.53
3192.81;27.79;1.69;27.53
3198.81;27.79;1.69;27.54
3204.816;27.79;1.69;27.54
3210.817;27.79;1.68;27.54
3216.818;27.79;1.68;27.53
3222.818;27.79;1.68;27.53
3228.82;27.78;1.68;27.53
3234.82;27.79;1.68;27.53
3240.82;27.79;1.68;27.54
3246.82;27.8;1.68;27.54
3252.827;27.8;1.68;27.54
3258.828;27.79;1.68;27.53
3264.828;27.81;1.68;27.54
3270.829;27.81;1.68;27.55
3276.829;27.81;1.68;27.55
3282.829;27.81;1.68;27.55
3288.829;27.8;1.68;27.54
3294.832;27.8;1.67;27.55
3300.837;27.8;1.67;27.56
3306.837;27.8;1.67;27.55
3312.837;27.8;1.67;27.55
3318.839;27.79;1.66;27.54
3324.839;27.8;1.66;27.54
3330.839;27.8;1.66;27.54
3336.847;27.81;1.66;27.54
3342.847;27.81;1.66;27.54
3348.848;27.81;1.66;27.55
3354.848;27.81;1.66;27.55
3360.859;27.8;1.66;27.55
3366.865;27.8;1.65;27.54
3372.867;27.81;1.65;27.54
3378.876;27.81;1.65;27.55
3384.877;27.82;1.65;27.54
3390.887;27.82;1.65;27.55
3396.899;27.81;1.65;27.55
3402.902;27.82;1.65;27.55
3408.902;27.83;1.65;27.56
3414.903;27.83;1.65;27.56
3420.903;27.83;1.65;27.56
3426.907;27.82;1.65;27.56
3432.907;27.82;1.65;27.57
3438.907;27.82;1.65;27.56
3444.907;27.83;1.65;27.57
3450.907;27.83;1.65;27.57
3456.91;27.82;1.65;27.56
3462.911;27.83;1.65;27.57
3468.911;27.83;1.64;27.56
3474.911;27.82;1.64;27.56
3480.911;27.82;1.64;27.57
3486.911;27.83;1.64;27.58
3492.911;27.83;1.64;27.58
3498.911;27.83;1.63;27.57
3504.911;27.83;1.63;27.57
3510.911;27.82;1.63;27.57
3516.923;27.83;1.63;27.57
3522.923;27.83;1.63;27.57
3528.934;27.82;1.63;27.57
3534.934;27.82;1.62;27.56
3540.934;27.82;1.62;27.57
3546.937;27.83;1.62;27.57
3552.936;27.85;1.62;27.57
3558.936;27.84;1.62;27.57
3564.939;27.84;1.62;27.57
3570.94;27.83;1.62;27.56
3576.94;27.83;1.62;27.56
3582.94;27.83;1.62;27.56
3588.941;27.83;1.62;27.56
3594.941;27.84;1.62;27.56
3600.941;27.84;1.62;27.58
3606.941;27.84;1.62;27.58
3612.948;27.83;1.62;27.58
3618.948;27.83;1.62;27.59
3624.948;27.84;1.62;27.59
3630.954;27.83;1.62;27.59
3636.967;27.84;1.61;27.58
3642.967;27.84;1.61;27.58
3648.97;27.84;1.61;27.59
3654.971;27.86;1.61;27.58
3660.975;27.85;1.61;27.58
3666.975;27.84;1.61;27.57
3672.975;27.84;1.6;27.56
3678.976;27.84;1.6;27.56
3684.976;27.84;1.6;27.58
3690.976;27.84;1.6;27.59
3696.978;27.85;1.6;27.58
3702.979;27.85;1.6;27.58
3708.979;27.85;1.6;27.59
3714.979;27.86;1.6;27.59
3720.979;27.86;1.6;27.57
3726.98;27.85;1.6;27.58
3732.98;27.86;1.6;27.59
3738.98;27.86;1.6;27.58
3744.98;27.86;1.59;27.58
3750.98;27.85;1.59;27.59
3756.98;27.86;1.59;27.59
3762.986;27.87;1.59;27.58
3768.986;27.87;1.59;27.58
3774.986;27.86;1.58;27.57
3780.999;27.87;1.58;27.58
3786.999;27.86;1.59;27.58
3792.999;27.85;1.59;27.59
3799.001;27.85;1.58;27.58
3805.001;27.85;1.58;27.58
3811.001;27.86;1.58;27.59
3817.001;27.86;1.58;27.59
3823.001;27.86;1.58;27.59
3829.003;27.86;1.58;27.61
3835.004;27.85;1.58;27.6
3841.004;27.86;1.58;27.61
3847.004;27.86;1.58;27.6
3853.015;27.86;1.58;27.61
3859.015;27.85;1.58;27.6
3865.015;27.86;1.57;27.59
3871.015;27.86;1.57;27.59
3877.024;27.86;1.57;27.61
3883.024;27.86;1.57;27.6
3889.024;27.85;1.56;27.6
3895.025;27.86;1.56;27.59
3901.025;27.87;1.56;27.6
3907.026;27.87;1.56;27.6
3913.026;27.87;1.56;27.6
3919.033;27.87;1.56;27.6
3925.033;27.87;1.55;27.6
3931.033;27.86;1.56;27.61
3937.034;27.86;1.56;27.62
3943.042;27.86;1.55;27.62
3949.042;27.85;1.55;27.61
3955.042;27.86;1.55;27.6
3961.043;27.87;1.55;27.6
3967.044;27.86;1.55;27.6
3973.044;27.86;1.54;27.59
3979.044;27.86;1.54;27.6
3985.045;27.87;1.54;27.59
3991.045;27.87;1.54;27.59
3997.046;27.88;1.55;27.59
4003.046;27.87;1.54;27.6
4009.048;27.86;1.54;27.6
4015.05;27.87;1.54;27.6
4021.05;27.88;1.54;27.61
4027.051;27.88;1.54;27.62
4033.051;27.88;1.54;27.62
4039.054;27.87;1.54;27.6
4045.054;27.87;1.53;27.59
4051.068;27.88;1.53;27.6
4057.08;27.88;1.54;27.6
4063.08;27.88;1.54;27.61
4069.093;27.88;1.54;27.6
4075.094;27.89;1.54;27.6
4081.102;27.89;1.53;27.6
4087.103;27.88;1.53;27.61
4093.103;27.88;1.53;27.61
4099.103;27.89;1.53;27.62
4105.104;27.89;1.53;27.63
4111.107;27.89;1.53;27.62
4117.107;27.88;1.53;27.62
4123.107;27.89;1.53;27.62
4129.107;27.88;1.53;27.62
4135.107;27.89;1.53;27.62
4141.114;27.88;1.53;27.62
4147.115;27.88;1.53;27.62
4153.115;27.88;1.53;27.62
4159.115;27.88;1.52;27.62
4165.116;27.9;1.52;27.62
4171.116;27.9;1.52;27.63
4177.119;27.9;1.53;27.63
4183.119;27.9;1.53;27.63
4189.119;27.9;1.53;27.63
4195.131;27.89;1.53;27.63
4201.131;27.89;1.52;27.63
4207.131;27.9;1.52;27.63
4213.131;27.9;1.52;27.63
4219.131;27.91;1.52;27.63
4225.131;27.91;1.52;27.64
4231.144;27.91;1.52;27.63
4237.146;27.91;1.51;27.63
4243.146;27.92;1.51;27.64
4249.146;27.92;1.52;27.65
4255.147;27.91;1.51;27.64
4261.147;27.91;1.51;27.64
4267.147;27.91;1.51;27.64
4273.149;27.92;1.51;27.64
4279.149;27.92;1.51;27.65
4285.16;27.92;1.51;27.65
4291.16;27.92;1.51;27.64
4297.16;27.93;1.51;27.64
4303.164;27.92;1.5;27.64
4309.166;27.92;1.5;27.65
4315.166;27.93;1.5;27.65
4321.168;27.92;1.5;27.66
4327.171;27.92;1.5;27.65
4333.171;27.92;1.5;27.65
4339.171;27.91;1.49;27.64
4345.182;27.92;1.49;27.64
4351.182;27.92;1.5;27.65
4357.182;27.92;1.5;27.66
4363.186;27.92;1.49;27.66
4369.186;27.92;1.49;27.64
4375.187;27.92;1.49;27.65
4381.188;27.92;1.49;27.66
4387.188;27.92;1.49;27.66
4393.193;27.93;1.49;27.66
4399.193;27.92;1.49;27.66
4405.193;27.92;1.49;27.66
4411.193;27.92;1.49;27.66
4417.202;27.93;1.49;27.66
4423.203;27.93;1.49;27.67
4429.203;27.92;1.49;27.66
4435.205;27.92;1.49;27.66
4441.205;27.93;1.48;27.65
4447.207;27.93;1.48;27.66
4453.207;27.93;1.48;27.66
4459.207;27.93;1.48;27.66
4465.207;27.93;1.48;27.66
4471.212;27.91;1.48;27.66
4477.214;27.92;1.48;27.66
4483.214;27.93;1.48;27.66
4489.215;27.94;1.48;27.66
4495.215;27.94;1.47;27.66
4501.216;27.93;1.47;27.67
4507.217;27.94;1.47;27.67
4513.217;27.94;1.47;27.67
4519.217;27.94;1.47;27.66
4525.228;27.94;1.47;27.66
4531.229;27.94;1.47;27.66
4537.232;27.94;1.47;27.66
4543.232;27.94;1.47;27.67
4549.232;27.95;1.47;27.67
4555.243;27.94;1.46;27.67
4561.243;27.94;1.46;27.66
4567.243;27.95;1.46;27.65
4573.244;27.95;1.46;27.66
4579.244;27.94;1.46;27.66
4585.247;27.94;1.46;27.67
4591.247;27.94;1.46;27.66
4597.247;27.94;1.46;27.67
4603.247;27.94;1.46;27.66
4609.249;27.95;1.46;27.66
4615.251;27.95;1.46;27.68
4621.251;27.95;1.45;27.68
4627.251;27.95;1.45;27.68
4633.251;27.94;1.45;27.67
4639.251;27.94;1.45;27.67
4645.252;27.94;1.45;27.68
4651.255;27.95;1.45;27.68
4657.26;27.94;1.45;27.69
4663.261;27.95;1.44;27.67
4669.261;27.95;1.44;27.68
4675.261;27.95;1.45;27.68
4681.261;27.96;1.45;27.69
4687.261;27.95;1.44;27.69
4693.261;27.95;1.44;27.69
4699.263;27.95;1.44;27.67
4705.263;27.95;1.44;27.67
4711.265;27.96;1.44;27.67
4717.268;27.96;1.43;27.67
4723.268;27.96;1.43;27.67
4729.268;27.96;1.43;27.66
4735.268;27.95;1.42;27.67
4741.268;27.96;1.42;27.68
4747.279;27.96;1.43;27.68
4753.282;27.95;1.43;27.69
4759.29;27.95;1.43;27.67
4765.293;27.95;1.42;27.67
4771.293;27.95;1.42;27.67
4777.293;27.95;1.42;27.67
4783.293;27.96;1.42;27.69
4789.305;27.96;1.43;27.69
4795.307;27.97;1.42;27.69
4801.307;27.96;1.42;27.69
4807.307;27.97;1.42;27.69
4813.307;27.97;1.42;27.69
4819.307;27.97;1.42;27.68
4825.307;27.97;1.42;27.68
4831.307;27.97;1.42;27.69
4837.307;27.97;1.42;27.68
4843.307;27.97;1.42;27.69
4849.307;27.97;1.42;27.69
4855.307;27.97;1.42;27.7
4861.307;27.98;1.42;27.69
4867.307;27.98;1.42;27.7
4873.31;27.98;1.42;27.7
4879.311;27.97;1.41;27.69
4885.311;27.97;1.41;27.69
4891.316;27.97;1.41;27.7
4897.329;27.98;1.41;27.7
4903.329;27.96;1.41;27.69
4909.329;27.96;1.4;27.68
4915.331;27.96;1.4;27.7
4921.331;27.97;1.4;27.69
4927.333;27.96;1.4;27.69
4933.333;27.96;1.4;27.68
4939.335;27.96;1.39;27.69
4945.337;27.98;1.4;27.68
4951.337;27.98;1.4;27.69
4957.337;27.98;1.4;27.69
4963.337;27.98;1.4;27.69
4969.338;27.97;1.39;27.69
4975.338;27.97;1.39;27.68
4981.34;27.97;1.39;27.69
